Y(energydensity)
7.281220897
9.335982018
7.749620109
7.188647588
6.015733823
5.998322148
4.812112195
5.273838166
4.526560719
5.154330759
4.370647081
4.010858554
3.485975687
3.549607446
2.827339496
2.971698113
2.495093073
3.085823731
2.700867418
2.654172471
7.808153333
3.67481322
3.257566164
3.325471698
2.607002659
2.542104597
2.302773205
4.262694694
2.946688616
3.050683804
2.65654679
2.400911739
2.085443839
3.313758389
2.920412815
1.890433076
1.556920349
1.799100924
1.582721287
1.727079904
7.85321597
10.25563505
8.223217678
7.711472711
5.95321008
6.079049006
5.102254021
5.032449031
4.479707484
4.239109789
3.404457389
3.225433709
2.707357224
2.974389008
2.406135241
4.406261872
2.783810308
4.192414841
2.979929087
3.180321641
2.952804398
5.382107129
4.277573762
4.335665443
3.749525136
3.738919843
3.015385589
3.22844118
2.493510194
2.59528935
2.59687223
2.112827656
2.14195264
3.312017222
3.000031658
1.925889578
1.765385589
9.454697987
8.218943903
9.619950614
7.565265719
7.859195777
3.842123591
3.122546537
4.191623401
2.394105356
3.754432063
2.127073572
4.386317589
2.940040522
5.408541218
4.297359757
4.46609472
3.632866911
3.276719007
2.979929087
3.422660504
2.779694821
3.665157655
2.530391288
2.726668355
8.067263496
9.076103511
2.790300114
2.554609345
2.463435482
2.001551222
3.617038116
2.909332658
1.617386349
1.441845004
9.891889325
8.038653919
7.511080157
6.294320628
6.351146005
4.953779916
5.635684437
4.267285045
4.974673927
4.389799924
5.394295302
8.296
8.524706532
5.845522902
7.196344458
8.566712296
9.804866994
4.693115757
7.546173029
8.865364652
9.795212133
4.12900773
8.279778377
8.035874628
6.191070494
6.504146872
7.462844232
3.056603774
7.019129893
6.315814885
6.822430997
2.977822836
6.466448906
7.064896282
4.250171102
5.284644496
5.938835048
2.521570627
4.157939253
5.198802598
5.495867373
2.363198581
4.904690527
6.96
8.605159591
6.745038045
8.947177712
9.576124417
4.69291178
7.017739278
8.091157087
9.040393071
3.81269801
8.020641238
5.534
6.189079602
5.073473167
6.712698285
7.419543169
3.423967364
4.315774071
6.310745238
7.561993851
2.968191611
6.078058449
7.420810452
4.266677402
4.985506079
6.273006302
2.819377868
4.452749662
5.246360717
5.022198433
2.951970599
4.396504312
10.2953725
8.343934911
7.904337323
2.674571805
5.959001672
7.774860519
5.968195266
6.014140642
1.267457181
3.954914226
6.7381317
5.831965868
4.75887574
5.253516943
0.564778217
3.063107698
5.392693065
10.41570944
7.973372781
8.721105479
2.113306983
5.695175574
8.166703128
6.95985122
6.159023669
5.725397726
1.384277558
3.909704589
6.833296872
6.142653977
4.404585799
4.638601473
0.51559069
3.348609649
5.007656968
2.519497495
4.940872375
7.683788428
3.278960735
10.37680866
3.795153473
1.854854464
2.471082391
1.610666146
9.730081594
5.347980614
9.165296804
2.996679039
8.633563154
3.864297254
1.351826529
2.868497577
2.084391483
11.33474273
5.069466882
8.001826484
2.97616722
9.927017279
1.621326415
1.190662239
11.35707763
3.879806139
7.388735124
0.551865599
2.094345719
0.371166243
1.36542811
7.084822031
1.036335222
11.34429224
3.359612278
6.863573299
0.63293612
8.820091324
1.759612278
0.816565735
1.657512116
6.333548864
1.689783161
12.22100457
3.390630048
6.695813271
7.162105326
8.949601114
7.532923895
6.937761175
5.560022793
6.313315183
4.968817272
5.366911485
4.268867925
5.739679625
4.15062682
4.795333671
3.441496771
3.68177789
3.060022793
3.996296062
2.935925035
3.441021907
2.606686083
2.744396606
8.087391474
6.032670634
3.05179182
5.540869951
2.481955173
3.961472711
2.03890718
5.183455743
2.743921742
2.934183867
2.550493858
2.265258959
1.903412688
2.747878941
2.664936052
1.485849057
1.690831962
1.684975307
1.682600988
1.438679245
8.032114639
10.25639134
10.01567051
7.948113208
7.661137141
5.82452197
7.13498797
5.215904774
5.754875269
4.620900342
7.674275041
3.111308092
6.759528935
2.688362669
5.620488793
1.898822338
7.923261998
2.746929214
7.285994682
2.945105736
4.143503862
3.512332142
6.050715462
4.147777637
5.308819805
3.496897556
4.338514626
2.823698873
4.610453337
2.33031531
2.785234899
2.779853109
3.430100038
2.124066101
3.140433076
3.016335317
2.906008611
1.619760669
9.408319615
7.835728758
10.01456249
4.502053615
4.294858891
4.692406796
4.66239499
2.017134115
3.490443988
4.493397388
4.995318447
1.491319224
3.632333478
3.816067245
3.210274166
3.746275868
3.739894064
1.707700153
3.568318436
3.193877797
3.48640681
1.285515144
3.150628431
3.460153075
2.657916985
3.071100733
1.494135645
2.978697619
2.840933781
1.421006818
1.15777468
2.404111708
5.682392176
3.624139458
4.17585957
5.494528479
1.855175931
4.25597762
4.714047751
4.507846272
1.868204283
3.930561864
4.02516682
3.072184871
3.805056768
4.124897001
1.771749108
3.452202072
3.576998286
3.327306354
1.304777595
3.173326574
3.038969132
2.432465075
3.247040825
1.309331973
2.767324118
3.054583203
2.499838682
1.536433912
2.069944594
5.873536812
2.476064998
2.952870502
3.536242604
0.672815108
1.852975785
3.700443787
0.95564339
1.914906794
5.663494147
4.437869822
5.304314307
1.937637242
2.742924382
5.087508204
4.210699048
2.346153846
1.819060167
1.900043352
2.537721893
1.735926178
3.064297254
2.164485251
1.925686591
0.854927302
3.415831987
1.999413948
2.396122779
1.841033926
3.192891761
1.785504981
2.87458488
1.651696284
