FeedRate,SpindleSpeed,DepthofCut,ratio_cut,Cut_X,Cut_Y,Cut_Z,Cut_XY,Cut_XYZ,Duration,Volumecut,cut_direct,cut_method
151.6218905,1501.263682,1,1.726008986,10.238,0,0,10.238,10.238,4.01,128.79,1,3
150.3018868,1502.852201,1,1.402797631,15.475,0,0,15.475,15.475,6.35,81.87,1,3
75.76615385,1505.307692,1,2.792509886,3.703,1.534,0,4.113017924,4.113017924,3.24,7.71,3,3
73.17505995,1500.786571,1,1.726008986,10.238,0,0,10.238,10.238,8.33,128.79,1,3
75.82366589,1500.461717,1,2.519290269,0,5.475,0,5.475,5.475,4.3,47.46,2,3
75.93765381,1503.40525,1,1.402797631,15.475,0,0,15.475,15.475,12.18,81.87,1,3
75.77313433,1502.58209,1,1.436734483,1.534,3.703,0,4.113017924,4.113017924,3.34,2.1,3,3
112.8909091,1501.2,1,1.726008986,10.238,0,0,10.238,10.238,5.49,128.79,1,3
104.6322581,1504.032258,1,2.519290269,0,5.475,0,5.475,5.475,3.09,47.46,2,3
110.0642857,1502.97619,1,1.402797631,15.475,0,0,15.475,15.475,8.39,81.87,1,3
140.3076923,1501.191142,1,1.726008986,10.238,0,0,10.238,10.238,4.28,128.79,1,3
151.7560193,1502.370787,1,1.402797631,15.475,0,0,15.475,15.475,6.22,81.87,1,3
75.7675841,1499.917431,1,2.792509886,3.703,1.534,0,4.113017924,4.113017924,3.26,7.71,3,3
75.30834341,1500.862152,0,1.726008986,10.238,0,0,10.238,10.238,8.26,0,1,3
71.50776053,1503.678492,0,2.519290269,0,5.475,0,5.475,5.475,4.5,0,2,3
75.01057771,1503.174125,0,1.402797631,15.475,0,0,15.475,15.475,12.28,0,1,3
75.77448071,1502.709199,0,1.436734483,1.534,3.703,0,4.113017924,4.113017924,3.36,0,3,3
77.89502019,1503.751009,0,1.875658992,0,0,2,9.349379737,9.560904846,7.42,89.12,0,0
77.89530201,1503.416107,0,1.875658992,0,0,2,9.349379737,9.560904846,7.44,89.12,0,0
77.89530201,1502.66443,0,1.875658992,0,0,2,9.349379737,9.560904846,7.44,89.12,0,0
77.21073826,1503.416107,0,1.875658992,0,0,2,9.349379737,9.560904846,7.44,89.12,0,0
75.98553758,1504.316841,1.5,0.955163748,0,66.574,0,66.574,66.574,52.54,475.605,2,2
75.52700261,1502.14997,1.5,1.001506307,0,63.176,0,63.176,63.176,49.8,279.885,2,1
75.98474814,1502.056392,1.5,1.001661403,0,63.176,0,63.176,63.176,49.82,288.975,2,2
101.9726321,1502.434398,1.5,1.001661403,0,63.176,0,63.176,63.176,37.26,289.17,2,1
101.1563501,1503.300961,1.5,1.001661403,0,63.176,0,63.176,63.176,37.47,289.305,2,2
125.6121495,1502.848465,1.5,1.001582607,0,63.176,0,63.176,63.176,29.95,279.99,2,1
126.9574254,1502.975863,1.5,1.001661403,0,63.176,0,63.176,63.176,29.82,288.975,2,2
150.1738086,1503.056868,1.5,1.001661403,0,63.176,0,63.176,63.176,24.96,289.17,2,1
151.9388084,1502.518519,1.5,1.001661403,0,63.176,0,63.176,63.176,24.83,289.305,2,2
151.939127,2998,1.5,1.001582607,0,63.176,0,63.176,63.176,24.96,279.99,2,1
151.939127,2997.875851,1.5,1.001661403,0,63.176,0,63.176,63.176,24.96,288.975,2,2
200.6478122,2998,1.5,1.001661403,0,63.176,0,63.176,63.176,18.73,289.17,2,1
202.9296917,2998,1.5,1.001661403,0,63.176,0,63.176,63.176,18.48,289.305,2,2
248.9934297,2997.612352,1.5,1.001661403,0,63.176,0,63.176,63.176,15.21,289.47,2,1
247.4525213,2997.423707,1.5,1.001661403,0,63.176,0,63.176,63.176,15.26,280.155,2,2
297.7033493,2997.76874,1.5,1.005496139,0,63.176,0,63.176,63.176,12.53,289.185,2,1
297.3149606,2997.031496,1.5,1.001661403,0,63.176,0,63.176,63.176,12.69,289.305,2,2
304.7548232,2997.77492,1.5,1.001661403,0,63.176,0,63.176,63.176,12.43,289.47,2,1
304.7577442,2997.769658,1.5,1.001661403,0,63.176,0,63.176,63.176,12.58,280.155,2,2
304.7573588,2998,1.5,0.946201931,0,63.176,0,63.176,63.176,12.56,124.515,2,1
75.58369668,2998,1.5,0.955163748,0,66.574,0,66.574,66.574,52.74,475.605,2,2
221.6572104,4499.810875,1.5,1.001506307,0,63.176,0,63.176,63.176,16.91,279.885,2,1
224.4937388,4500,1.5,1.001661403,0,63.176,0,63.176,63.176,16.76,288.975,2,2
303.6795886,4500,1.5,1.001661403,0,63.176,0,63.176,63.176,12.63,289.17,2,1
299.2065391,4500,1.5,1.001661403,0,63.176,0,63.176,63.176,12.53,289.305,2,2
376.090999,4500,1.5,1.001582607,0,63.176,0,63.176,63.176,10.1,279.99,2,1
380.6143725,4500,1.5,1.001661403,0,63.176,0,63.176,63.176,9.87,288.975,2,2
256.8261164,4500,1.5,1.001661403,0,63.176,0,63.176,63.176,14.77,289.17,2,1
256.8249319,4500,1.5,1.001661403,0,63.176,0,63.176,63.176,14.67,289.305,2,2
297.2231076,5999,1.5,1.001582607,0,63.176,0,63.176,63.176,12.54,279.99,2,1
304.7538337,5998.76594,1.5,1.001661403,0,63.176,0,63.176,63.176,12.38,288.975,2,2
393.5919235,5998.68119,1.5,1.001661403,0,63.176,0,63.176,63.176,9.4,289.17,2,1
402.4633891,5998.686192,1.5,1.001661403,0,63.176,0,63.176,63.176,9.55,289.305,2,2
254.0374332,5998.792781,1.5,1.001661403,0,63.176,0,63.176,63.176,14.95,289.47,2,1
257.8257934,5998.804186,1.5,1.001661403,0,63.176,0,63.176,63.176,14.8,280.155,2,2
609.0065147,5999,1.5,1.005496139,0,63.176,0,63.176,63.176,6.13,289.185,2,1
582.9923664,5998.572519,1.5,1.001661403,0,63.176,0,63.176,63.176,6.54,289.305,2,2
609.0224359,5998.487179,1.5,1.001661403,0,63.176,0,63.176,63.176,6.23,289.47,2,1
559.2378049,5998.557927,1.5,1.001661403,0,63.176,0,63.176,63.176,6.55,280.155,2,2
609.0255591,5999,1.5,0.946201931,0,63.176,0,63.176,63.176,6.25,124.515,2,1
75.98549895,5998.889334,1.5,0.955163748,0,66.574,0,66.574,66.574,52.4,475.605,2,2
74.59672131,5997.95082,1.5,1.611315377,3.175,1.588,0,3.549981549,3.549981549,3.04,15.975,3,2
75.98468977,1503.591056,1.5,1.001506307,0,63.176,0,63.176,63.176,49.63,279.885,2,1
75.49739479,1503.392786,1.5,1.001661403,0,63.176,0,63.176,63.176,49.89,288.975,2,2
101.1861702,1503.050532,1.5,1.001661403,0,63.176,0,63.176,63.176,37.59,289.17,2,1
101.9726542,1503.069705,1.5,1.001661403,0,63.176,0,63.176,63.176,37.29,289.305,2,2
125.5992647,1503.197861,1.5,1.001582607,0,63.176,0,63.176,63.176,29.91,279.99,2,1
126.9573253,1502.135081,1.5,1.001661403,0,63.176,0,63.176,63.176,29.75,288.975,2,2
151.9389558,1502.730924,1.5,1.001661403,0,63.176,0,63.176,63.176,24.89,289.17,2,1
151.9391513,1502.082466,1.5,1.001661403,0,63.176,0,63.176,63.176,24.97,289.305,2,2
228.861965,4500,1.5,1.001582607,0,63.176,0,63.176,63.176,16.58,279.99,2,1
228.8610437,4500,1.5,1.001661403,0,63.176,0,63.176,63.176,16.47,288.975,2,2
297.7149682,4500,1.5,1.001661403,0,63.176,0,63.176,63.176,12.55,289.17,2,1
297.7149682,4500,1.5,1.001661403,0,63.176,0,63.176,63.176,12.55,289.305,2,2
369.8378906,4500,1.5,1.001661403,0,63.176,0,63.176,63.176,10.23,289.47,2,1
377.5267857,4500,1.5,1.001661403,0,63.176,0,63.176,63.176,10.07,280.155,2,2
251.3118712,4500,1.5,1.005496139,0,63.176,0,63.176,63.176,14.9,289.185,2,1
256.8263514,4500,1.5,1.001661403,0,63.176,0,63.176,63.176,14.79,289.305,2,2
253.0992573,4500,1.5,1.001661403,0,63.176,0,63.176,63.176,14.8,289.47,2,1
255.101945,4500,1.5,1.001661403,0,63.176,0,63.176,63.176,14.9,280.155,2,2
252.6668896,4500,1.5,0.946201931,0,63.176,0,63.176,63.176,14.94,124.515,2,1
256.8359923,4500,1.5,0.955163748,0,66.574,0,66.574,66.574,15.66,475.605,2,2
151.9386354,2997.878886,1.5,1.001506307,0,63.176,0,63.176,63.176,24.76,279.885,2,1
150.2353883,2998,1.5,1.001661403,0,63.176,0,63.176,63.176,24.97,288.975,2,2
202.891036,2998,1.5,1.001661403,0,63.176,0,63.176,63.176,18.62,289.17,2,1
198.9546414,2997.836498,1.5,1.001661403,0,63.176,0,63.176,63.176,18.95,289.305,2,2
253.8305537,2997.586391,1.5,1.001582607,0,63.176,0,63.176,63.176,14.98,279.99,2,1
248.826544,2997.802891,1.5,1.001661403,0,63.176,0,63.176,63.176,15.21,288.975,2,2
293.0148786,2998,1.5,1.001661403,0,63.176,0,63.176,63.176,12.76,289.17,2,1
304.7532362,2997.506472,1.5,1.001661403,0,63.176,0,63.176,63.176,12.35,289.305,2,2
304.756,5998.776,1.5,1.001582607,0,63.176,0,63.176,63.176,12.49,279.99,2,1
302.6772908,5998.521912,1.5,1.001661403,0,63.176,0,63.176,63.176,12.54,288.975,2,2
398.9553666,5998.649309,1.5,1.001661403,0,63.176,0,63.176,63.176,9.4,289.17,2,1
393.3623037,5998.361257,1.5,1.001661403,0,63.176,0,63.176,63.176,9.54,289.305,2,2
252.4553392,5998.785091,1.5,1.001661403,0,63.176,0,63.176,63.176,14.88,289.47,2,1
257.8952772,5999,1.5,1.001661403,0,63.176,0,63.176,63.176,14.6,280.155,2,2
609.0577849,5998.020867,1.5,1.005496139,0,63.176,0,63.176,63.176,6.22,289.185,2,1
582.362069,5997.573668,1.5,1.001661403,0,63.176,0,63.176,63.176,6.37,289.305,2,2
75.98472669,1503.268489,1.5,1.001661403,0,63.176,0,63.176,63.176,49.75,289.47,2,1
75.98469593,1503.49859,1.5,1.001661403,0,63.176,0,63.176,63.176,49.65,280.155,2,2
75.98473282,1502.499397,1.5,0.946201931,0,63.176,0,63.176,63.176,49.77,124.515,2,1
149.1715481,2998,0,1.139569819,5.797,10.451,0,11.95109242,11.95109242,4.77,0,3,0
151.68,2997.368421,1,1.157380349,11.057,4.807,0,12.05672003,12.05672003,4.74,41.06,3,2
151.8458418,2998,1,1.168559545,0,24.839,0,24.839,24.839,9.85,75.41,2,2
147.4851485,2998,1,1.168606593,0,24.838,0,24.838,24.838,10.09,69.52,2,2
148.5748219,2998,1,0.619061494,6.763,6.763,0,10.62329556,10.62329556,4.2,11.38,3,2
151.9213251,2998,1,1.058038125,49.025,0,0,49.025,49.025,19.31,143.28,1,2
151.7328647,2998,1,1.285473077,6.976,12.577,0,14.3821245,14.3821245,5.68,52.83,3,2
149.3474576,2997.818402,1,1.100355829,0,41.423,0,41.423,41.423,16.51,120.72,2,2
143.8194444,2998,1,0.653393379,8.763,8.763,0,13.76488821,13.76488821,5.75,24.54,3,2
150.992926,2998,1,1.097054689,39.455,0,0,39.455,39.455,15.54,118.26,1,2
150.2938389,2997.541864,1,1.039337585,14.545,6.324,0,15.8603279,15.8603279,6.32,39.52,3,2
202.4297753,2997.129213,0,1.139569819,5.797,10.451,0,11.95109242,11.95109242,3.55,0,3,0
202.4392265,2998,1,0.717798926,7.598,4.807,0,8.990931709,8.990931709,3.61,12.64,3,2
198.6950732,2997.600533,1,1.168559545,0,24.839,0,24.839,24.839,7.5,75.41,2,2
194.5643432,2997.597855,1,1.168606593,0,24.838,0,24.838,24.838,7.45,69.52,2,2
202.3322368,2998,1,0.619061494,6.763,6.763,0,10.62329556,10.62329556,3.03,11.38,3,2
198.7277665,2998,1,1.058038125,49.025,0,0,49.025,49.025,14.72,143.28,1,2
202.5189573,2998,1,1.285473077,6.976,12.577,0,14.3821245,14.3821245,4.21,52.83,3,2
202.8330592,2998,1,1.100355829,0,41.423,0,41.423,41.423,12.15,120.72,2,2
202.4987654,2998,1,0.653393379,8.763,8.763,0,13.76488821,13.76488821,4.04,24.54,3,2
199.7695578,2997.736395,1,1.107173259,39.455,0,0,39.455,39.455,11.75,118.79,1,2
189.7794118,2997.369748,1,1.065327869,14.545,6.324,0,15.8603279,15.8603279,4.75,65.71,3,2
227.1749175,2998,1,0.717798926,7.598,4.807,0,8.990931709,8.990931709,3.02,12.64,3,2
253.562069,2998,1,1.168559545,0,24.839,0,24.839,24.839,5.79,75.41,2,2
253.5759599,2998,1,1.168606593,0,24.838,0,24.838,24.838,5.98,69.52,2,2
253.7825342,2997.743151,1,1.058038125,49.025,0,0,49.025,49.025,11.67,143.28,1,2
251.8707865,2998,1,1.285473077,6.976,12.577,0,14.3821245,14.3821245,3.55,52.83,3,2
253.7402863,2997.683027,1,1.100355829,0,41.423,0,41.423,41.423,9.77,120.72,2,2
253.1936508,2998,1,0.653393379,8.763,8.763,0,13.76488821,13.76488821,3.14,24.54,3,2
253.7251082,2998,1,1.107173259,39.455,0,0,39.455,39.455,9.23,118.79,1,2
253.3470437,2997.203085,1,1.065327869,14.545,6.324,0,15.8603279,15.8603279,3.88,65.71,3,2
151.6673961,2998,0,1.220183333,5.797,10.451,0,11.95109242,11.95109242,4.56,0,3,0
151.6833333,2997.395833,1,0.717798926,7.598,4.807,0,8.990931709,8.990931709,4.79,12.64,3,2
142.7061144,2997.69428,1,1.168559545,0,24.839,0,24.839,24.839,10.13,75.41,2,2
151.8467742,2998,1,1.168606593,0,24.838,0,24.838,24.838,9.91,69.52,2,2
151.6465116,2997.27907,1,0.619061494,6.763,6.763,0,10.62329556,10.62329556,4.29,11.38,3,2
149.5723854,2998,1,1.058038125,49.025,0,0,49.025,49.025,19.4,143.25,1,2
151.7347295,2996.917976,1,1.285473077,6.976,12.577,0,14.3821245,14.3821245,5.72,52.83,3,2
149.2480386,2998,1,1.100355829,0,41.423,0,41.423,41.423,16.56,120.72,2,2
142.0557491,2997.442509,1,0.653393379,8.763,8.763,0,13.76488821,13.76488821,5.73,24.54,3,2
151.9022508,2998,1,1.107173259,39.455,0,0,39.455,39.455,15.54,118.79,1,2
148.7819905,2997.541864,1,1.065327869,14.545,6.324,0,15.8603279,15.8603279,6.32,65.71,3,2
202.4329609,2997.189944,0,1.220183333,5.797,10.451,0,11.95109242,11.95109242,3.57,0,3,0
202.4392265,2997.116022,1,0.717798926,7.598,4.807,0,8.990931709,8.990931709,3.61,12.64,3,2
202.7241848,2998,1,1.168559545,0,24.839,0,24.839,24.839,7.35,75.41,2,2
194.4833111,2998,1,1.168606593,0,24.838,0,24.838,24.838,7.48,69.52,2,2
202.3430421,2998,1,0.619061494,6.763,6.763,0,10.62329556,10.62329556,3.08,11.38,3,2
202.8608636,2998,1,1.058038125,49.025,0,0,49.025,49.025,14.58,143.25,1,2
202.5245902,2998,1,1.285473077,6.976,12.577,0,14.3821245,14.3821245,4.26,52.83,3,2
197.7272727,2997.748377,1,1.100355829,0,41.423,0,41.423,41.423,12.31,120.72,2,2
202.4873737,2998,1,0.653393379,8.763,8.763,0,13.76488821,13.76488821,3.95,24.54,3,2
202.827381,2998,1,1.107173259,39.455,0,0,39.455,39.455,11.75,118.79,1,2
202.5744235,2998,1,1.065327869,14.545,6.324,0,15.8603279,15.8603279,4.76,65.71,3,2
231.5033113,2998,1,1.157380349,11.057,4.807,0,12.05672003,12.05672003,3.01,41.06,3,2
240.5207297,2998,1,1.168559545,0,24.839,0,24.839,24.839,6.02,75.41,2,2
253.577371,2998,1,1.168606593,0,24.838,0,24.838,24.838,6,69.52,2,2
253.7819742,2998,1,1.058038125,49.025,0,0,49.025,49.025,11.64,143.28,1,2
250.4748603,2998,1,1.285473077,6.976,12.577,0,14.3821245,14.3821245,3.57,52.83,3,2
253.7436932,2998,1,1.100355829,0,41.423,0,41.423,41.423,9.9,120.72,2,2
251.6835821,2998,1,0.653393379,8.763,8.763,0,13.76488821,13.76488821,3.34,24.54,3,2
253.7265877,2998,1,1.097054689,39.455,0,0,39.455,39.455,9.28,118.26,1,2
253.369146,2997.201102,1,1.039337585,14.545,6.324,0,15.8603279,15.8603279,3.62,39.52,3,2
151.5891892,2998,1,1.613748073,0,9.141,0,9.141,9.141,3.69,77.19,2,3
147.5328947,2996.662281,1,0.141629473,11.385,0,0,11.385,11.385,4.55,0.32,1,3
151.7602524,2998,1,0.37287405,16.147,0,0,16.147,16.147,6.33,5.04,1,3
188.4653938,2998,1,0.973300837,0,13.52,0,13.52,13.52,4.18,41.93,2,3
202.4046921,2996.152493,1,1.641971827,11.385,0,0,11.385,11.385,3.4,144.89,1,3
202.5890688,2998,1,0.712879447,16.147,0,0,16.147,16.147,4.93,13.72,1,3
210.0111732,2997.217877,1,0.973300837,0,13.52,0,13.52,13.52,3.57,41.93,2,3
228.0132013,2996.019802,1,1.641971827,11.385,0,0,11.385,11.385,3.02,144.89,1,3
253.365,2998,1,0.712879447,16.147,0,0,16.147,16.147,3.99,13.72,1,3
151.5891892,2996.324324,1,1.830075246,0,9.141,0,9.141,9.141,3.69,88.17,2,3
151.7221207,2997.451554,1,0.973300837,0,13.52,0,13.52,13.52,5.46,41.93,2,3
141.4658385,2993.434783,1,1.739654518,4.762,4.763,0,7.480703009,7.480703009,3.21,36.15,3,3
151.6673961,2996.008753,1,1.641971827,11.385,0,0,11.385,11.385,4.56,144.89,1,3
151.7602524,2998,1,0.712879447,16.147,0,0,16.147,16.147,6.33,13.72,1,3
131.9722222,2998,1,0.505070942,0,9.142,0,9.142,9.142,3.95,1.14,2,3
173.8151815,2995.029703,1,1.830075246,0,9.141,0,9.141,9.141,3.02,88.17,2,3
202.7436548,2996.477157,1,0.973300837,0,13.52,0,13.52,13.52,3.93,41.93,2,3
202.3903904,2996.168168,1,1.641971827,11.385,0,0,11.385,11.385,3.32,144.89,1,3
202.5823045,2998,1,0.712879447,16.147,0,0,16.147,16.147,4.85,13.72,1,3
253.2279635,2997.088146,1,0.973300837,0,13.52,0,13.52,13.52,3.28,41.93,2,3
253.3116531,2998,1,0.712879447,16.147,0,0,16.147,16.147,3.68,13.72,1,3
151.7544426,2997.483037,1,1.445244036,15.475,0,0,15.475,15.475,6.18,153.59,1,3
151.6328502,2997.299517,1,1.291569239,10.238,0,0,10.238,10.238,4.13,36.33,1,3
228.4345679,2998.024691,1,1.442482085,15.475,0,0,15.475,15.475,4.04,152.61,1,3
292.9228296,2996.938907,1,1.445244036,15.475,0,0,15.475,15.475,3.1,153.52,1,3
148.8856683,2996.502415,1,1.442482085,15.475,0,0,15.475,15.475,6.2,152.61,1,3
140.9855072,2998,1,1.41112962,10.238,0,0,10.238,10.238,4.13,39.82,1,3
226.6534884,2995.069767,1,1.445244036,15.475,0,0,15.475,15.475,4.29,153.52,1,3
303.9900662,2997.072848,1,1.445244036,15.475,0,0,15.475,15.475,3.01,153.52,1,3
151.7512275,2997.525368,1,1.445244036,15.475,0,0,15.475,15.475,6.1,153.52,1,3
141.0384615,2997.302885,1,1.400440761,10.238,0,0,10.238,10.238,4.15,38.47,1,3
151.6218905,2996.457711,1,1.726008986,10.238,0,0,10.238,10.238,4.01,128.89,1,3
143.170579,2998,1,1.384098021,15.475,0,0,15.475,15.475,6.38,81.24,1,3
222.1674528,2998,1,1.402797631,15.475,0,0,15.475,15.475,4.23,81.87,1,3
151.6265356,2997.238329,1,1.726008986,10.238,0,0,10.238,10.238,4.06,128.79,1,3
151.7571885,2997.025559,1,1.402797631,15.475,0,0,15.475,15.475,6.25,81.87,1,3
214.4200477,2996.615752,1,1.402797631,15.475,0,0,15.475,15.475,4.18,81.87,1,3
151.6228288,2995.692308,0,1.726008986,10.238,0,0,10.238,10.238,4.02,0,1,3
144.5443038,2997.525316,0,1.402797631,15.475,0,0,15.475,15.475,6.31,0,1,3
98.37347295,1500.640489,0,1.747232921,0,0,2,9.349379737,9.560904846,5.72,31.82,0,0
98.35376532,1501.697023,0,1.875658992,0,0,2,9.349379737,9.560904846,5.7,89.12,0,0
98.05199307,1503.731369,0,1.875658992,0,0,2,9.349379737,9.560904846,5.76,89.12,0,0
98.55497382,1502.106457,0,1.875658992,0,0,2,9.349379737,9.560904846,5.72,89.12,0,0
75.92051087,1503.306138,3,0.955163748,0,66.574,0,66.574,66.574,52.45,951.21,2,2
75.98466505,1503.217111,3,1.001506307,0,63.176,0,63.176,63.176,49.55,559.77,2,1
75.9847144,1503.583669,3,1.001661403,0,63.176,0,63.176,63.176,49.71,577.95,2,2
101.1282051,1502.205128,3,1.001661403,0,63.176,0,63.176,63.176,37.43,578.34,2,1
101.5507208,1502.013881,3,1.001661403,0,63.176,0,63.176,63.176,37.45,578.61,2,2
124.9030122,1503.051639,3,1.001582607,0,63.176,0,63.176,63.176,30.2,559.98,2,1
126.8275517,1502.285524,3,1.001661403,0,63.176,0,63.176,63.176,29.97,577.95,2,2
150.1182109,1502.354633,3,1.001661403,0,63.176,0,63.176,63.176,25.03,578.34,2,1
150.1854357,1501.936729,3,1.001661403,0,63.176,0,63.176,63.176,25.12,578.61,2,2
151.9390782,2996.781563,3,1.001582607,0,63.176,0,63.176,63.176,24.94,559.98,2,1
151.9387097,2997.153226,3,1.001661403,0,63.176,0,63.176,63.176,24.79,577.95,2,2
202.890625,2997.84375,3,1.001661403,0,63.176,0,63.176,63.176,18.55,578.34,2,1
202.8909189,2997.677593,3,1.001661403,0,63.176,0,63.176,63.176,18.6,578.61,2,2
248.996717,2998,3,1.001661403,0,63.176,0,63.176,63.176,15.22,578.94,2,1
248.792328,2997.801587,3,1.001661403,0,63.176,0,63.176,63.176,15.11,560.31,2,2
304.7577442,2997.515488,3,1.005496139,0,63.176,0,63.176,63.176,12.58,578.37,2,1
304.755413,2997.767442,3,1.001661403,0,63.176,0,63.176,63.176,12.46,578.61,2,2
304.755413,2997.526864,3,1.001661403,0,63.176,0,63.176,63.176,12.46,578.94,2,1
304.752234,2997.504468,3,1.001661403,0,63.176,0,63.176,63.176,12.3,560.31,2,2
291.484375,2998,3,0.946201931,0,63.176,0,63.176,63.176,12.79,249.03,2,1
75.55665588,2997.88764,3,0.955163748,0,66.574,0,66.574,66.574,52.5,951.21,2,2
225.3339243,4499.828605,3,1.001506307,0,63.176,0,63.176,63.176,16.91,559.77,2,1
224.9082787,4500,3,1.001661403,0,63.176,0,63.176,63.176,16.78,577.95,2,2
300.6324111,4500,3,1.001661403,0,63.176,0,63.176,63.176,12.64,578.34,2,1
297.7265501,4500,3,1.001661403,0,63.176,0,63.176,63.176,12.57,578.61,2,2
380.6151515,4500,3,1.001582607,0,63.176,0,63.176,63.176,9.89,559.98,2,1
372.4950884,4500,3,1.001661403,0,63.176,0,63.176,63.176,10.17,577.95,2,2
253.0992573,4500,3,1.001661403,0,63.176,0,63.176,63.176,14.8,578.34,2,1
256.8251701,4500,3,1.001661403,0,63.176,0,63.176,63.176,14.69,578.61,2,2
302.2433947,5998.759808,3,1.001582607,0,63.176,0,63.176,63.176,12.48,559.98,2,1
304.7518308,5998.747762,3,1.001661403,0,63.176,0,63.176,63.176,12.28,577.95,2,2
395.3927813,5998.363057,3,1.001661403,0,63.176,0,63.176,63.176,9.41,578.34,2,1
406.6723953,5998.366273,3,1.001661403,0,63.176,0,63.176,63.176,9.3,578.61,2,2
257.4574111,5998.8055,3,1.001661403,0,63.176,0,63.176,63.176,14.9,578.94,2,1
252.6750999,5998.800266,3,1.001661403,0,63.176,0,63.176,63.176,15.01,560.31,2,2
588.0652174,5997.10559,3,1.005496139,0,63.176,0,63.176,63.176,6.43,578.37,2,1
609.031746,5998.063492,3,1.001661403,0,63.176,0,63.176,63.176,6.29,578.61,2,2
580.636646,5998.503106,3,1.001661403,0,63.176,0,63.176,63.176,6.43,578.94,2,1
609.0302067,5998.523052,3,1.001661403,0,63.176,0,63.176,63.176,6.28,560.31,2,2
587.1755486,5998.498433,3,0.946201931,0,63.176,0,63.176,63.176,6.37,249.03,2,1
227.0149701,4500,0,1.139569819,5.797,10.451,0,11.95109242,11.95109242,3.33,0,3,0
222.0851064,4500,1,0.717798926,7.598,4.807,0,8.990931709,8.990931709,3.28,12.64,3,2
217.9305136,4500,1,1.168559545,0,24.839,0,24.839,24.839,6.61,75.41,2,2
227.7533835,4500,1,1.168606593,0,24.838,0,24.838,24.838,6.64,69.52,2,2
228.8224806,4500,1,1.058038125,49.025,0,0,49.025,49.025,12.89,143.28,1,2
209.5231959,4500,1,1.285473077,6.976,12.577,0,14.3821245,14.3821245,3.87,52.83,3,2
222.5346084,4500,1,1.100355829,0,41.423,0,41.423,41.423,10.97,120.72,2,2
228.362117,4500,1,0.653393379,8.763,8.763,0,13.76488821,13.76488821,3.58,24.54,3,2
222.6571156,4500,1,1.107173259,39.455,0,0,39.455,39.455,10.46,118.79,1,2
228.457346,4500,1,1.065327869,14.545,6.324,0,15.8603279,15.8603279,4.21,65.71,3,2
304.3996063,4500,1,1.168559545,0,24.839,0,24.839,24.839,5.07,75.41,2,2
304.3996063,4500,1,1.168606593,0,24.838,0,24.838,24.838,5.07,69.52,2,2
304.679285,4500,1,1.058038125,49.025,0,0,49.025,49.025,9.5,143.25,1,2
304.6285018,4500,1,1.100355829,0,41.423,0,41.423,41.423,8.2,120.72,2,2
247.6038339,4500.990415,1,0.653393379,8.763,8.763,0,13.76488821,13.76488821,3.12,24.54,3,2
298.8661616,4500,1,1.107173259,39.455,0,0,39.455,39.455,7.91,118.79,1,2
304.0840841,4500,1,1.065327869,14.545,6.324,0,15.8603279,15.8603279,3.32,65.71,3,2
380.0403023,4500,1,1.168559545,0,24.839,0,24.839,24.839,3.96,75.41,2,2
352.7440191,4500,1,1.168606593,0,24.838,0,24.838,24.838,4.17,69.52,2,2
379.4812968,4500,1,1.058038125,49.025,0,0,49.025,49.025,8.01,143.25,1,2
380.4338782,4500,1,1.100355829,0,41.423,0,41.423,41.423,6.72,120.72,2,2
380.388443,4500,1,1.107173259,39.455,0,0,39.455,39.455,6.22,118.79,1,2
228.2996942,4500,0,1.139569819,5.797,10.451,0,11.95109242,11.95109242,3.26,0,3,0
217.6066066,4500,1,0.717798926,7.598,4.807,0,8.990931709,8.990931709,3.32,12.64,3,2
228.6535552,4500.438729,1,1.168559545,0,24.839,0,24.839,24.839,6.6,75.41,2,2
228.651446,4500,1,1.168606593,0,24.838,0,24.838,24.838,6.56,69.52,2,2
211.6677632,4500,1,0.619061494,6.763,6.763,0,10.62329556,10.62329556,3.03,11.38,3,2
226.9394636,4500,1,1.058038125,49.025,0,0,49.025,49.025,13.04,143.28,1,2
222.8329049,4500,1,1.285473077,6.976,12.577,0,14.3821245,14.3821245,3.88,52.83,3,2
228.7906764,4500,1,1.100355829,0,41.423,0,41.423,41.423,10.93,120.72,2,2
222.9479452,4500,1,0.653393379,8.763,8.763,0,13.76488821,13.76488821,3.64,24.54,3,2
228.77853,4500,1,1.107173259,39.455,0,0,39.455,39.455,10.33,118.79,1,2
228.4521531,4500,1,1.065327869,14.545,6.324,0,15.8603279,15.8603279,4.17,65.71,3,2
286.2307692,4500,1,1.168559545,0,24.839,0,24.839,24.839,5.19,75.41,2,2
291.5255906,4500,1,1.168606593,0,24.838,0,24.838,24.838,5.07,69.52,2,2
304.6822917,4500,1,1.058038125,49.025,0,0,49.025,49.025,9.59,143.25,1,2
298.5296252,4500,1,1.100355829,0,41.423,0,41.423,41.423,8.26,120.72,2,2
275.0980392,4500,1,0.653393379,8.763,8.763,0,13.76488821,13.76488821,3.05,24.54,3,2
304.6064516,4500,1,1.097054689,39.455,0,0,39.455,39.455,7.74,118.26,1,2
304.0729483,4500,1,1.039337585,14.545,6.324,0,15.8603279,15.8603279,3.28,39.52,3,2
380.0427136,4500,1,1.168559545,0,24.839,0,24.839,24.839,3.97,75.41,2,2
352.7440191,4500,1,1.168606593,0,24.838,0,24.838,24.838,4.17,69.52,2,2
